date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:34:54	1193/1193	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-4a9%22	http://telegram.org/img/dropdown_1x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/dropdown_1x.png	(from http://telegram.org/css/telegram.css?234)
00:34:55	184/184	---M--	200	added ('OK')	image/png	etag:%225d5430a6-b8%22	http://telegram.org/img/bullet.png?3	C:/My%20Web%20Sites/realTrader/telegram.org/img/bulleteccb.png	(from http://telegram.org/css/telegram.css?234)
00:34:55	910/910	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-38e%22	http://telegram.org/img/link-icon.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/link-icon.png	(from http://telegram.org/css/telegram.css?234)
00:34:56	1021/1021	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-3fd%22	http://telegram.org/img/breadcrumb_divider_1x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/breadcrumb_divider_1x.png	(from http://telegram.org/css/telegram.css?234)
00:34:56	1083/1083	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-43b%22	http://telegram.org/img/back_to_top_1x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/back_to_top_1x.png	(from http://telegram.org/css/telegram.css?234)
00:34:56	7389/7389	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-1cdd%22	http://telegram.org/img/SiteAward.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteAward.gif	(from http://telegram.org/css/telegram.css?234)
00:34:58	31391/31391	---M--	200	added ('OK')	image/jpeg	etag:%225cffb181-7a9f%22	http://telegram.org/img/SiteTDesktop.jpg	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteTDesktop.jpg	(from http://telegram.org/css/telegram.css?234)
00:34:59	992/992	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-3e0%22	http://telegram.org/img/tl_arrow.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_arrow.png	(from http://telegram.org/css/telegram.css?234)
00:34:59	1272/1272	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-4f8%22	http://telegram.org/img/twitter.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/twitter.png	(from http://telegram.org/css/telegram.css?234)
00:35:00	21090/21090	---M--	200	added ('OK')	image/jpeg	etag:%225eb6fd6e-5262%22	http://telegram.org/img/SiteAndroid.jpg?2	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteAndroidc81e.jpg	(from http://telegram.org/css/telegram.css?234)
00:35:01	31305/31305	---M--	200	added ('OK')	image/jpeg	etag:%225eb6fd6e-7a49%22	http://telegram.org/img/SiteiOS.jpg?2	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteiOSc81e.jpg	(from http://telegram.org/css/telegram.css?234)
00:35:03	24214/24214	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5e96%22	http://telegram.org/img/tl_card_fast.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_fast.gif	(from http://telegram.org/css/telegram.css?234)
00:35:05	23707/23707	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5c9b%22	http://telegram.org/img/tl_card_powerful.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_powerful.gif	(from http://telegram.org/css/telegram.css?234)
00:35:05	23097/23097	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5a39%22	http://telegram.org/img/tl_card_free.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_free.gif	(from http://telegram.org/css/telegram.css?234)
00:35:06	18921/18921	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-49e9%22	http://telegram.org/img/tl_card_secure.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_secure.gif	(from http://telegram.org/css/telegram.css?234)
00:35:07	12178/12178	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-2f92%22	http://telegram.org/img/tl_card_cloud.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_cloud.gif	(from http://telegram.org/css/telegram.css?234)
00:35:08	18134/18134	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-46d6%22	http://telegram.org/img/tl_card_private.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_private.gif	(from http://telegram.org/css/telegram.css?234)
00:35:10	24124/24124	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5e3c%22	http://telegram.org/img/tl_card_decentralized.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_decentralized.gif	(from http://telegram.org/css/telegram.css?234)
00:35:11	20434/20434	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-4fd2%22	http://telegram.org/img/tl_card_open.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_open.gif	(from http://telegram.org/css/telegram.css?234)
00:35:11	21018/21018	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-521a%22	http://telegram.org/img/tl_card_wecandoit.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_wecandoit.gif	(from http://telegram.org/css/telegram.css?234)
00:35:12	97628/97628	---M--	200	added ('OK')	image/jpeg	etag:%225cffb181-17d5c%22	http://telegram.org/img/SiteDesktop.jpg?2	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteDesktopc81e.jpg	(from http://telegram.org/css/telegram.css?234)
00:35:15	24441/24441	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5f79%22	http://telegram.org/img/tl_card_connect.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_connect.gif	(from http://telegram.org/css/telegram.css?234)
00:35:15	22727/22727	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-58c7%22	http://telegram.org/img/tl_card_coordinate.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_coordinate.gif	(from http://telegram.org/css/telegram.css?234)
00:35:15	22574/22574	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-582e%22	http://telegram.org/img/tl_card_synchronize.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_synchronize.gif	(from http://telegram.org/css/telegram.css?234)
00:35:16	21567/21567	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-543f%22	http://telegram.org/img/tl_card_build.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_build.gif	(from http://telegram.org/css/telegram.css?234)
00:35:18	22372/22372	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5764%22	http://telegram.org/img/tl_card_encrypt.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_encrypt.gif	(from http://telegram.org/css/telegram.css?234)
00:35:20	25298/25298	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-62d2%22	http://telegram.org/img/tl_card_process.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_process.gif	(from http://telegram.org/css/telegram.css?234)
00:35:20	24222/24222	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5e9e%22	http://telegram.org/img/tl_card_destruct.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_destruct.gif	(from http://telegram.org/css/telegram.css?234)
00:35:20	33771/33771	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-83eb%22	http://telegram.org/img/tl_card_send.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_send.gif	(from http://telegram.org/css/telegram.css?234)
00:35:21	23639/23639	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5c57%22	http://telegram.org/img/tl_card_store.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_card_store.gif	(from http://telegram.org/css/telegram.css?234)
00:35:21	3043/3043	---M--	200	added ('OK')	image/png	etag:%225ad73458-be3%22	http://telegram.org/img/rc_icons.png?1	C:/My%20Web%20Sites/realTrader/telegram.org/img/rc_iconsc4ca.png	(from http://telegram.org/css/telegram.css?234)
00:35:22	988/988	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-3dc%22	http://telegram.org/img/tgme/Arrow_1x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/tgme/Arrow_1x.png	(from http://telegram.org/css/telegram.css?234)
00:35:22	1352/1352	---M--	200	added ('OK')	image/png	etag:%225c90f826-548%22	http://telegram.org/img/blog/BlogLogo1x.png?1	C:/My%20Web%20Sites/realTrader/telegram.org/img/blog/BlogLogo1xc4ca.png	(from http://telegram.org/css/telegram.css?234)
00:35:24	5819/5819	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-16bb%22	http://telegram.org/img/td_icons.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/td_icons.png	(from http://telegram.org/css/telegram.css?234)
00:35:35	96705/96705	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-179c1%22	http://telegram.org/img/iPhone6.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/iPhone6.png	(from http://telegram.org/css/telegram.css?234)
00:35:42	105466/105466	---M--	200	added ('OK')	image/png	etag:%225e44f29c-19bfa%22	https://osx.telegram.org/updates/site/artboard.png	C:/My%20Web%20Sites/realTrader/osx.telegram.org/updates/site/artboard.png	(from http://telegram.org/css/telegram.css?234)
00:35:42	34484/34484	---M--	200	added ('OK')	image/jpeg	etag:%2260761719-86b4%22	http://telegram.org/img/tdirect.jpg?1	C:/My%20Web%20Sites/realTrader/telegram.org/img/tdirectc4ca.jpg	(from http://telegram.org/css/telegram.css?234)
00:35:42	1525/1525	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-5f5%22	http://telegram.org/img/dropdown.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/dropdown.png	(from http://telegram.org/css/telegram.css?234)
00:35:43	1768/1768	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-6e8%22	http://telegram.org/img/twitter_2x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/twitter_2x.png	(from http://telegram.org/css/telegram.css?234)
00:35:43	1176/1176	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-498%22	http://telegram.org/img/breadcrumb_divider.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/breadcrumb_divider.png	(from http://telegram.org/css/telegram.css?234)
00:35:44	1279/1279	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-4ff%22	http://telegram.org/img/back_to_top.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/back_to_top.png	(from http://telegram.org/css/telegram.css?234)
00:35:44	1088/1088	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-440%22	http://telegram.org/img/tl_arrow_2x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/tl_arrow_2x.png	(from http://telegram.org/css/telegram.css?234)
00:35:46	15247/15247	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-3b8f%22	http://telegram.org/img/SiteAward_2x.gif	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteAward_2x.gif	(from http://telegram.org/css/telegram.css?234)
00:35:50	189734/189734	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-2e526%22	http://telegram.org/img/td_laptop.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/td_laptop.png	(from http://telegram.org/css/telegram.css?234)
00:35:56	59994/59994	---M--	200	added ('OK')	image/jpeg	etag:%225eb6fd6e-ea5a%22	http://telegram.org/img/SiteAndroid_2x.jpg?2	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteAndroid_2xc81e.jpg	(from http://telegram.org/css/telegram.css?234)
00:36:04	43842/43842	---M--	200	added ('OK')	image/jpeg	etag:%225cffb181-ab42%22	http://telegram.org/img/SiteTDesktop_2x.jpg?1	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteTDesktop_2xc4ca.jpg	(from http://telegram.org/css/telegram.css?234)
00:36:05	280/280	---M--	200	added ('OK')	image/png	etag:%225d5430a6-118%22	http://telegram.org/img/bullet_2x.png?3	C:/My%20Web%20Sites/realTrader/telegram.org/img/bullet_2xeccb.png	(from http://telegram.org/css/telegram.css?234)
00:36:05	88646/88646	---M--	200	added ('OK')	image/jpeg	etag:%225eb6fd6e-15a46%22	http://telegram.org/img/SiteiOS_2x.jpg?2	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteiOS_2xc81e.jpg	(from http://telegram.org/css/telegram.css?234)
00:36:05	1059/1059	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-423%22	http://telegram.org/img/tgme/Arrow_2x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/tgme/Arrow_2x.png	(from http://telegram.org/css/telegram.css?234)
00:36:05	136309/136309	---M--	200	added ('OK')	image/jpeg	etag:%225cffb181-21475%22	http://telegram.org/img/SiteDesktop_2x.jpg?2	C:/My%20Web%20Sites/realTrader/telegram.org/img/SiteDesktop_2xc81e.jpg	(from http://telegram.org/css/telegram.css?234)
00:36:06	2794/2794	---M--	200	added ('OK')	image/png	etag:%225a3aa984-aea%22	http://telegram.org/img/tgme/web_icon_2x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/tgme/web_icon_2x.png	(from http://telegram.org/css/telegram.css?234)
00:36:06	487/487	---M--	200	added ('OK')	image/png	etag:%225a3aa984-1e7%22	http://telegram.org/img/tgme/embed_copy_2x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/tgme/embed_copy_2x.png	(from http://telegram.org/css/telegram.css?234)
00:36:07	2761/2761	---M--	200	added ('OK')	image/png	etag:%225c90f826-ac9%22	http://telegram.org/img/blog/BlogLogo2x.png?1	C:/My%20Web%20Sites/realTrader/telegram.org/img/blog/BlogLogo2xc4ca.png	(from http://telegram.org/css/telegram.css?234)
00:36:07	5088/5088	---M--	200	added ('OK')	image/png	etag:%225ad73458-13e0%22	http://telegram.org/img/rc_icons_2x.png?1	C:/My%20Web%20Sites/realTrader/telegram.org/img/rc_icons_2xc4ca.png	(from http://telegram.org/css/telegram.css?234)
00:36:10	4116/4116	---M--	200	added ('OK')	image/png	etag:%225c90f826-1014%22	http://telegram.org/img/blog/BlogLogo3x.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/blog/BlogLogo3x.png	(from http://telegram.org/css/telegram.css?234)
00:36:17	29874/29874	---M--	200	added ('OK')	image/jpeg	etag:%22ee4c5402452aa6d24333ecb465079c88a927aa42%22	https://cdn5.telegram-cdn.org/file/hNuB6KCeEOaBrlPZGxSb565WuACCQlzYFraOLuBKR5AjxCWq5IcZ2zg2bMrW_sHplaYKEJwfW5wPI6xaQSrAcgqYxY8yx5RwT6GLT1oLamH8IB-_WIrkGPXtBeFB8BhZqwBYcn6fjfzimAvD_SHDu5i0C2qw8c9o7pr7os_wJ-NzoFVSnRS91OLX50fMhQjQtDMhjQAs0CGqKD_5YALD2AXB3PauZuqtfRjG9JmKCL9gj9UHYM6_PqehHlGHIaUvN2fKj_zOpMeVlmpW_kahEjiSjjxMoo9qwnVyVTKM8G6t-MY8i6dSf90e6eRWqHqfxFzfxIBUORX5HxZ2HC434A.jpg	C:/My%20Web%20Sites/realTrader/cdn5.telegram-cdn.org/file/hNuB6KCeEOaBrlPZGxSb565WuACCQlzYFraOLuBKR5AjxCWq5IcZ2zg2bMrW_sHplaYKEJwfW5wPI6xaQSrAcgqYxY8yx5RwT6GLT1oLamH8IB-_WIrkGPXtBeFB8BhZqwBYcn6fjfzimAvD_SHDu5i0C2qw8c9o7pr7os_wJ-NzoFVSnRS91O	(from https://t.me/future_bull)
00:36:21	93855/93855	---M--	200	added ('OK')	image/jpeg	etag:%2260761719-16e9f%22	http://telegram.org/img/tdirect_2x.jpg?1	C:/My%20Web%20Sites/realTrader/telegram.org/img/tdirect_2xc4ca.jpg	(from http://telegram.org/css/telegram.css?234)
00:36:44	378093/378093	---M--	200	added ('OK')	image/png	etag:%225e44f3af-5c4ed%22	https://osx.telegram.org/updates/site/artboard_2x.png	C:/My%20Web%20Sites/realTrader/osx.telegram.org/updates/site/artboard_2x.png	(from http://telegram.org/css/telegram.css?234)
00:36:47	848511/848511	---M--	200	added ('OK')	image/png	etag:%225a184dcd-cf27f%22	http://telegram.org/img/team-sprite.png	C:/My%20Web%20Sites/realTrader/telegram.org/img/team-sprite.png	(from http://telegram.org/css/telegram.css?234)
